MMSI,shipType,shipTypeSpecific
201100136,Cargo,General Cargo
201100149,Cargo,General Cargo
205050000,Cargo,General Cargo
207138000,Cargo,General Cargo
207835480,Cargo,General Cargo
210084000,Cargo,General Cargo
212715000,Cargo,General Cargo
212853000,Cargo,General Cargo
214181113,Cargo,General Cargo
214181607,Cargo,General Cargo
214181711,Cargo,General Cargo
214182731,Cargo,General Cargo
214182768,Cargo,General Cargo
214182804,Cargo,General Cargo
215231000,Cargo,General Cargo
215562000,Cargo,General Cargo
215976000,Cargo,General Cargo
215991000,Cargo,General Cargo
218108000,Cargo,General Cargo
218615000,Cargo,General Cargo
219028212,Cargo,General Cargo
219207000,Cargo,General Cargo
219209000,Cargo,General Cargo
219544000,Cargo,General Cargo
219696000,Cargo,General Cargo
229344000,Cargo,General Cargo
229453000,Cargo,General Cargo
229459000,Cargo,General Cargo
229594000,Cargo,General Cargo
229887000,Cargo,General Cargo
229938000,Cargo,General Cargo
229939000,Cargo,General Cargo
229940000,Cargo,General Cargo
229941000,Cargo,General Cargo
229987000,Cargo,General Cargo
231815000,Cargo,General Cargo
232003353,Cargo,General Cargo
232018037,Cargo,General Cargo
232032735,Cargo,General Cargo
235070715,Cargo,General Cargo
235075591,Cargo,General Cargo
235077715,Cargo,General Cargo
235090537,Cargo,General Cargo
235102768,Cargo,General Cargo
235102851,Cargo,General Cargo
236111603,Cargo,General Cargo
236111817,Cargo,General Cargo
236325000,Cargo,General Cargo
236509000,Cargo,General Cargo
236553000,Cargo,General Cargo
236568000,Cargo,General Cargo
236622000,Cargo,General Cargo
236685000,Cargo,General Cargo
237141000,Cargo,General Cargo
240039100,Cargo,General Cargo
240188500,Cargo,General Cargo
240317300,Cargo,General Cargo
240581000,Cargo,General Cargo
241233000,Cargo,General Cargo
244010945,Cargo,General Cargo
244014000,Cargo,General Cargo
244030629,Cargo,General Cargo
244054000,Cargo,General Cargo
244058000,Cargo,General Cargo
244060802,Cargo,General Cargo
244063000,Cargo,General Cargo
244106000,Cargo,General Cargo
244109000,Cargo,General Cargo
244130873,Cargo,General Cargo
244140321,Cargo,General Cargo
244149000,Cargo,General Cargo
244150086,Cargo,General Cargo
244150516,Cargo,General Cargo
244160000,Cargo,General Cargo
244170427,Cargo,General Cargo
244176000,Cargo,General Cargo
244218000,Cargo,General Cargo
244227000,Cargo,General Cargo
244321000,Cargo,General Cargo
244340000,Cargo,General Cargo
244347000,Cargo,General Cargo
244366000,Cargo,General Cargo
244376000,Cargo,General Cargo
244457000,Cargo,General Cargo
244554000,Cargo,General Cargo
244573000,Cargo,General Cargo
244615000,Cargo,General Cargo
244615929,Cargo,General Cargo
244620052,Cargo,General Cargo
244642000,Cargo,General Cargo
244650317,Cargo,General Cargo
244650331,Cargo,General Cargo
244674000,Cargo,General Cargo
244694000,Cargo,General Cargo
244770273,Cargo,General Cargo
244790234,Cargo,General Cargo
244790509,Cargo,General Cargo
244810614,Cargo,General Cargo
244830818,Cargo,General Cargo
244848000,Cargo,General Cargo
244850226,Cargo,General Cargo
244850852,Cargo,General Cargo
244850853,Cargo,General Cargo
244850854,Cargo,General Cargo
244850855,Cargo,General Cargo
244860255,Cargo,General Cargo
244865000,Cargo,General Cargo
244868000,Cargo,General Cargo
244903000,Cargo,General Cargo
245060000,Cargo,General Cargo
245118000,Cargo,General Cargo
245237000,Cargo,General Cargo
245302000,Cargo,General Cargo
245394000,Cargo,General Cargo
245465000,Cargo,General Cargo
245471000,Cargo,General Cargo
245547000,Cargo,General Cargo
245615000,Cargo,General Cargo
245682000,Cargo,General Cargo
245726000,Cargo,General Cargo
245909000,Cargo,General Cargo
245912000,Cargo,General Cargo
245926000,Cargo,General Cargo
245947000,Cargo,General Cargo
245959000,Cargo,General Cargo
246113000,Cargo,General Cargo
246127000,Cargo,General Cargo
246236000,Cargo,General Cargo
246367000,Cargo,General Cargo
246388000,Cargo,General Cargo
246430000,Cargo,General Cargo
246443000,Cargo,General Cargo
246452000,Cargo,General Cargo
246455000,Cargo,General Cargo
246458000,Cargo,General Cargo
246479000,Cargo,General Cargo
246518000,Cargo,General Cargo
246592000,Cargo,General Cargo
246593000,Cargo,General Cargo
246611000,Cargo,General Cargo
246666000,Cargo,General Cargo
246671000,Cargo,General Cargo
246737000,Cargo,General Cargo
246757000,Cargo,General Cargo
246765000,Cargo,General Cargo
246770000,Cargo,General Cargo
246789000,Cargo,General Cargo
246794000,Cargo,General Cargo
246802000,Cargo,General Cargo
246807000,Cargo,General Cargo
246845000,Cargo,General Cargo
246854000,Cargo,General Cargo
247285200,Cargo,General Cargo
247285400,Cargo,General Cargo
247286900,Cargo,General Cargo
247292200,Cargo,General Cargo
247293700,Cargo,General Cargo
247313600,Cargo,General Cargo
247386700,Cargo,General Cargo
247393900,Cargo,General Cargo
247436700,Cargo,General Cargo
248018000,Cargo,General Cargo
248160000,Cargo,General Cargo
248161000,Cargo,General Cargo
248400000,Cargo,General Cargo
248403000,Cargo,General Cargo
248778000,Cargo,General Cargo
248864000,Cargo,General Cargo
248985000,Cargo,General Cargo
249114000,Cargo,General Cargo
249173000,Cargo,General Cargo
249319000,Cargo,General Cargo
249348000,Cargo,General Cargo
249361000,Cargo,General Cargo
249392000,Cargo,General Cargo
249530000,Cargo,General Cargo
249618000,Cargo,General Cargo
249870000,Cargo,General Cargo
250002821,Cargo,General Cargo
253612000,Cargo,General Cargo
255736000,Cargo,General Cargo
255803360,Cargo,General Cargo
255803660,Cargo,General Cargo
255805480,Cargo,General Cargo
255805695,Cargo,General Cargo
255805829,Cargo,General Cargo
255805875,Cargo,General Cargo
255805952,Cargo,General Cargo
255805979,Cargo,General Cargo
255806041,Cargo,General Cargo
255806051,Cargo,General Cargo
255806134,Cargo,General Cargo
255806141,Cargo,General Cargo
255806218,Cargo,General Cargo
255806248,Cargo,General Cargo
255806260,Cargo,General Cargo
255806309,Cargo,General Cargo
255806438,Cargo,General Cargo
255806444,Cargo,General Cargo
255806447,Cargo,General Cargo
255806466,Cargo,General Cargo
255806480,Cargo,General Cargo
255806482,Cargo,General Cargo
255806510,Cargo,General Cargo
255806524,Cargo,General Cargo
256007000,Cargo,General Cargo
256161000,Cargo,General Cargo
256207000,Cargo,General Cargo
256365000,Cargo,General Cargo
256387000,Cargo,General Cargo
256621000,Cargo,General Cargo
256704000,Cargo,General Cargo
256705000,Cargo,General Cargo
256891000,Cargo,General Cargo
256918000,Cargo,General Cargo
256967000,Cargo,General Cargo
257085720,Cargo,General Cargo
257113350,Cargo,General Cargo
257483000,Cargo,General Cargo
257546000,Cargo,General Cargo
257698000,Cargo,General Cargo
259000790,Cargo,General Cargo
259016000,Cargo,General Cargo
271000050,Cargo,General Cargo
271000195,Cargo,General Cargo
271000220,Cargo,General Cargo
271000253,Cargo,General Cargo
271000261,Cargo,General Cargo
271000266,Cargo,General Cargo
271000267,Cargo,General Cargo
271000269,Cargo,General Cargo
271000325,Cargo,General Cargo
271000388,Cargo,General Cargo
271000414,Cargo,General Cargo
271000506,Cargo,General Cargo
271000601,Cargo,General Cargo
271000653,Cargo,General Cargo
271000732,Cargo,General Cargo
271000766,Cargo,General Cargo
271000770,Cargo,General Cargo
271000781,Cargo,General Cargo
271000829,Cargo,General Cargo
271000833,Cargo,General Cargo
271000854,Cargo,General Cargo
271000871,Cargo,General Cargo
271000910,Cargo,General Cargo
271000930,Cargo,General Cargo
271001029,Cargo,General Cargo
271002007,Cargo,General Cargo
271002018,Cargo,General Cargo
271002023,Cargo,General Cargo
271002035,Cargo,General Cargo
271002040,Cargo,General Cargo
271002044,Cargo,General Cargo
271002067,Cargo,General Cargo
271002083,Cargo,General Cargo
271002096,Cargo,General Cargo
271002103,Cargo,General Cargo
271002108,Cargo,General Cargo
271002132,Cargo,General Cargo
271002180,Cargo,General Cargo
271002215,Cargo,General Cargo
271002242,Cargo,General Cargo
271002259,Cargo,General Cargo
271002290,Cargo,General Cargo
271002352,Cargo,General Cargo
271002353,Cargo,General Cargo
271002377,Cargo,General Cargo
271002427,Cargo,General Cargo
271002598,Cargo,General Cargo
271002642,Cargo,General Cargo
271002732,Cargo,General Cargo
271040150,Cargo,General Cargo
271040314,Cargo,General Cargo
271040583,Cargo,General Cargo
271043190,Cargo,General Cargo
271043540,Cargo,General Cargo
271043631,Cargo,General Cargo
271043661,Cargo,General Cargo
271043811,Cargo,General Cargo
271043901,Cargo,General Cargo
271044021,Cargo,General Cargo
271044022,Cargo,General Cargo
271044036,Cargo,General Cargo
271044348,Cargo,General Cargo
271044425,Cargo,General Cargo
271044443,Cargo,General Cargo
271044519,Cargo,General Cargo
271044537,Cargo,General Cargo
271044578,Cargo,General Cargo
271044604,Cargo,General Cargo
271044709,Cargo,General Cargo
271044718,Cargo,General Cargo
271044965,Cargo,General Cargo
271045646,Cargo,General Cargo
271046117,Cargo,General Cargo
271046518,Cargo,General Cargo
271048133,Cargo,General Cargo
271048676,Cargo,General Cargo
271048779,Cargo,General Cargo
271048988,Cargo,General Cargo
272046000,Cargo,General Cargo
272056000,Cargo,General Cargo
272057000,Cargo,General Cargo
272059000,Cargo,General Cargo
272068700,Cargo,General Cargo
272068800,Cargo,General Cargo
272076000,Cargo,General Cargo
272140000,Cargo,General Cargo
272142000,Cargo,General Cargo
272144000,Cargo,General Cargo
272231000,Cargo,General Cargo
272292000,Cargo,General Cargo
272294000,Cargo,General Cargo
272295000,Cargo,General Cargo
272308000,Cargo,General Cargo
272544000,Cargo,General Cargo
272581000,Cargo,General Cargo
272782000,Cargo,General Cargo
272793000,Cargo,General Cargo
272878800,Cargo,General Cargo
273162000,Cargo,General Cargo
273210350,Cargo,General Cargo
273210460,Cargo,General Cargo
273210480,Cargo,General Cargo
273211390,Cargo,General Cargo
273212420,Cargo,General Cargo
273213170,Cargo,General Cargo
273213790,Cargo,General Cargo
273214060,Cargo,General Cargo
273214220,Cargo,General Cargo
273214370,Cargo,General Cargo
273214390,Cargo,General Cargo
273214570,Cargo,General Cargo
273215210,Cargo,General Cargo
273215270,Cargo,General Cargo
273215370,Cargo,General Cargo
273215380,Cargo,General Cargo
273215580,Cargo,General Cargo
273215770,Cargo,General Cargo
273216170,Cargo,General Cargo
273216220,Cargo,General Cargo
273216620,Cargo,General Cargo
273217380,Cargo,General Cargo
273217810,Cargo,General Cargo
273217980,Cargo,General Cargo
273218230,Cargo,General Cargo
273218340,Cargo,General Cargo
273218530,Cargo,General Cargo
273218740,Cargo,General Cargo
273218870,Cargo,General Cargo
273219340,Cargo,General Cargo
273219380,Cargo,General Cargo
273219530,Cargo,General Cargo
273219680,Cargo,General Cargo
273290430,Cargo,General Cargo
273290820,Cargo,General Cargo
273291770,Cargo,General Cargo
273292860,Cargo,General Cargo
273293820,Cargo,General Cargo
273295820,Cargo,General Cargo
273296030,Cargo,General Cargo
273297360,Cargo,General Cargo
273297510,Cargo,General Cargo
273298020,Cargo,General Cargo
273298410,Cargo,General Cargo
273310010,Cargo,General Cargo
273310060,Cargo,General Cargo
273310130,Cargo,General Cargo
273310200,Cargo,General Cargo
273310400,Cargo,General Cargo
273310950,Cargo,General Cargo
273311400,Cargo,General Cargo
273311460,Cargo,General Cargo
273312800,Cargo,General Cargo
273313240,Cargo,General Cargo
273313430,Cargo,General Cargo
273313720,Cargo,General Cargo
273313800,Cargo,General Cargo
273314430,Cargo,General Cargo
273314480,Cargo,General Cargo
273314540,Cargo,General Cargo
273314800,Cargo,General Cargo
273314900,Cargo,General Cargo
273315200,Cargo,General Cargo
273315430,Cargo,General Cargo
273315460,Cargo,General Cargo
273315720,Cargo,General Cargo
273316700,Cargo,General Cargo
273316730,Cargo,General Cargo
273317010,Cargo,General Cargo
273317430,Cargo,General Cargo
273317720,Cargo,General Cargo
273318010,Cargo,General Cargo
273319100,Cargo,General Cargo
273320600,Cargo,General Cargo
273322000,Cargo,General Cargo
273322500,Cargo,General Cargo
273325400,Cargo,General Cargo
273328100,Cargo,General Cargo
273328500,Cargo,General Cargo
273329300,Cargo,General Cargo
273329500,Cargo,General Cargo
273330080,Cargo,General Cargo
273330220,Cargo,General Cargo
273330700,Cargo,General Cargo
273330970,Cargo,General Cargo
273331320,Cargo,General Cargo
273331700,Cargo,General Cargo
273331900,Cargo,General Cargo
273331970,Cargo,General Cargo
273332020,Cargo,General Cargo
273332220,Cargo,General Cargo
273332300,Cargo,General Cargo
273332380,Cargo,General Cargo
273332410,Cargo,General Cargo
273332670,Cargo,General Cargo
273332800,Cargo,General Cargo
273333500,Cargo,General Cargo
273333560,Cargo,General Cargo
273333880,Cargo,General Cargo
273334100,Cargo,General Cargo
273334200,Cargo,General Cargo
273334410,Cargo,General Cargo
273334560,Cargo,General Cargo
273334800,Cargo,General Cargo
273334900,Cargo,General Cargo
273335314,Cargo,General Cargo
273335500,Cargo,General Cargo
273335510,Cargo,General Cargo
273336400,Cargo,General Cargo
273336670,Cargo,General Cargo
273336790,Cargo,General Cargo
273337300,Cargo,General Cargo
273338220,Cargo,General Cargo
273338300,Cargo,General Cargo
273338500,Cargo,General Cargo
273338780,Cargo,General Cargo
273338930,Cargo,General Cargo
273339100,Cargo,General Cargo
273339220,Cargo,General Cargo
273339310,Cargo,General Cargo
273339400,Cargo,General Cargo
273339410,Cargo,General Cargo
273339800,Cargo,General Cargo
273339840,Cargo,General Cargo
273340110,Cargo,General Cargo
273340210,Cargo,General Cargo
273340850,Cargo,General Cargo
273341110,Cargo,General Cargo
273342000,Cargo,General Cargo
273342420,Cargo,General Cargo
273343110,Cargo,General Cargo
273343220,Cargo,General Cargo
273344310,Cargo,General Cargo
273345930,Cargo,General Cargo
273347320,Cargo,General Cargo
273349230,Cargo,General Cargo
273349470,Cargo,General Cargo
273350080,Cargo,General Cargo
273350190,Cargo,General Cargo
273350230,Cargo,General Cargo
273350280,Cargo,General Cargo
273350300,Cargo,General Cargo
273350360,Cargo,General Cargo
273351280,Cargo,General Cargo
273351360,Cargo,General Cargo
273351620,Cargo,General Cargo
273352800,Cargo,General Cargo
273354040,Cargo,General Cargo
273354140,Cargo,General Cargo
273354480,Cargo,General Cargo
273354910,Cargo,General Cargo
273355040,Cargo,General Cargo
273355260,Cargo,General Cargo
273356250,Cargo,General Cargo
273356260,Cargo,General Cargo
273356700,Cargo,General Cargo
273356850,Cargo,General Cargo
273356870,Cargo,General Cargo
273357250,Cargo,General Cargo
273357260,Cargo,General Cargo
273357540,Cargo,General Cargo
273358260,Cargo,General Cargo
273359260,Cargo,General Cargo
273359620,Cargo,General Cargo
273359980,Cargo,General Cargo
273360870,Cargo,General Cargo
273363000,Cargo,General Cargo
273370100,Cargo,General Cargo
273372000,Cargo,General Cargo
273374100,Cargo,General Cargo
273374390,Cargo,General Cargo
273375000,Cargo,General Cargo
273377000,Cargo,General Cargo
273378000,Cargo,General Cargo
273379650,Cargo,General Cargo
273380200,Cargo,General Cargo
273381200,Cargo,General Cargo
273383040,Cargo,General Cargo
273384210,Cargo,General Cargo
273385100,Cargo,General Cargo
273387100,Cargo,General Cargo
273389100,Cargo,General Cargo
273389360,Cargo,General Cargo
273391200,Cargo,General Cargo
273393450,Cargo,General Cargo
273395390,Cargo,General Cargo
273395750,Cargo,General Cargo
273396000,Cargo,General Cargo
273398130,Cargo,General Cargo
273398650,Cargo,General Cargo
273399100,Cargo,General Cargo
273413440,Cargo,General Cargo
273413510,Cargo,General Cargo
273414540,Cargo,General Cargo
273414870,Cargo,General Cargo
273415080,Cargo,General Cargo
273415410,Cargo,General Cargo
273416080,Cargo,General Cargo
273416150,Cargo,General Cargo
273416780,Cargo,General Cargo
273416810,Cargo,General Cargo
273416980,Cargo,General Cargo
273417450,Cargo,General Cargo
273417510,Cargo,General Cargo
273417810,Cargo,General Cargo
273418280,Cargo,General Cargo
273419310,Cargo,General Cargo
273419410,Cargo,General Cargo
273419510,Cargo,General Cargo
273420740,Cargo,General Cargo
273422360,Cargo,General Cargo
273422380,Cargo,General Cargo
273422740,Cargo,General Cargo
273423690,Cargo,General Cargo
273425510,Cargo,General Cargo
273426040,Cargo,General Cargo
273427540,Cargo,General Cargo
273427610,Cargo,General Cargo
273429570,Cargo,General Cargo
273430210,Cargo,General Cargo
273430550,Cargo,General Cargo
273430620,Cargo,General Cargo
273430690,Cargo,General Cargo
273430720,Cargo,General Cargo
273431210,Cargo,General Cargo
273431620,Cargo,General Cargo
273431840,Cargo,General Cargo
273432620,Cargo,General Cargo
273433060,Cargo,General Cargo
273433720,Cargo,General Cargo
273434620,Cargo,General Cargo
273434800,Cargo,General Cargo
273434860,Cargo,General Cargo
273435130,Cargo,General Cargo
273435200,Cargo,General Cargo
273435620,Cargo,General Cargo
273436820,Cargo,General Cargo
273437050,Cargo,General Cargo
273437890,Cargo,General Cargo
273438710,Cargo,General Cargo
273438820,Cargo,General Cargo
273439520,Cargo,General Cargo
273439590,Cargo,General Cargo
273439710,Cargo,General Cargo
273440590,Cargo,General Cargo
273441210,Cargo,General Cargo
273441320,Cargo,General Cargo
273441420,Cargo,General Cargo
273441540,Cargo,General Cargo
273442130,Cargo,General Cargo
273442610,Cargo,General Cargo
273443550,Cargo,General Cargo
273445370,Cargo,General Cargo
273445940,Cargo,General Cargo
273446260,Cargo,General Cargo
273446280,Cargo,General Cargo
273446710,Cargo,General Cargo
273447120,Cargo,General Cargo
273447370,Cargo,General Cargo
273448220,Cargo,General Cargo
273448370,Cargo,General Cargo
273448710,Cargo,General Cargo
273449610,Cargo,General Cargo
273450260,Cargo,General Cargo
273450690,Cargo,General Cargo
273450880,Cargo,General Cargo
273451510,Cargo,General Cargo
273451690,Cargo,General Cargo
273452000,Cargo,General Cargo
273452690,Cargo,General Cargo
273453310,Cargo,General Cargo
273453680,Cargo,General Cargo
273453780,Cargo,General Cargo
273454300,Cargo,General Cargo
273454310,Cargo,General Cargo
273456240,Cargo,General Cargo
273456690,Cargo,General Cargo
273456810,Cargo,General Cargo
273457720,Cargo,General Cargo
273458460,Cargo,General Cargo
273458610,Cargo,General Cargo
273458910,Cargo,General Cargo
273459460,Cargo,General Cargo
273459550,Cargo,General Cargo
273459590,Cargo,General Cargo
275472000,Cargo,General Cargo
275507000,Cargo,General Cargo
275509000,Cargo,General Cargo
277551000,Cargo,General Cargo
304010708,Cargo,General Cargo
304010711,Cargo,General Cargo
304010853,Cargo,General Cargo
304010986,Cargo,General Cargo
304010998,Cargo,General Cargo
304045000,Cargo,General Cargo
304052000,Cargo,General Cargo
304072000,Cargo,General Cargo
304081008,Cargo,General Cargo
304089000,Cargo,General Cargo
304200000,Cargo,General Cargo
304251000,Cargo,General Cargo
304320000,Cargo,General Cargo
304342000,Cargo,General Cargo
304343000,Cargo,General Cargo
304352000,Cargo,General Cargo
304369000,Cargo,General Cargo
304587000,Cargo,General Cargo
304588000,Cargo,General Cargo
304612000,Cargo,General Cargo
304617000,Cargo,General Cargo
304669000,Cargo,General Cargo
304738000,Cargo,General Cargo
304908000,Cargo,General Cargo
304909000,Cargo,General Cargo
304954000,Cargo,General Cargo
304997000,Cargo,General Cargo
305034000,Cargo,General Cargo
305040000,Cargo,General Cargo
305056000,Cargo,General Cargo
305089000,Cargo,General Cargo
305097000,Cargo,General Cargo
305108000,Cargo,General Cargo
305146000,Cargo,General Cargo
305161000,Cargo,General Cargo
305181000,Cargo,General Cargo
305187000,Cargo,General Cargo
305204000,Cargo,General Cargo
305226000,Cargo,General Cargo
305229000,Cargo,General Cargo
305246000,Cargo,General Cargo
305256000,Cargo,General Cargo
305284000,Cargo,General Cargo
305301000,Cargo,General Cargo
305305000,Cargo,General Cargo
305335000,Cargo,General Cargo
305342000,Cargo,General Cargo
305343000,Cargo,General Cargo
305393000,Cargo,General Cargo
305394000,Cargo,General Cargo
305470000,Cargo,General Cargo
305493000,Cargo,General Cargo
305512000,Cargo,General Cargo
305514000,Cargo,General Cargo
305537000,Cargo,General Cargo
305544000,Cargo,General Cargo
305550000,Cargo,General Cargo
305560000,Cargo,General Cargo
305565000,Cargo,General Cargo
305590000,Cargo,General Cargo
305598000,Cargo,General Cargo
305614000,Cargo,General Cargo
305621000,Cargo,General Cargo
305623000,Cargo,General Cargo
305630000,Cargo,General Cargo
305642000,Cargo,General Cargo
305647000,Cargo,General Cargo
305656000,Cargo,General Cargo
305657000,Cargo,General Cargo
305669000,Cargo,General Cargo
305688000,Cargo,General Cargo
305691000,Cargo,General Cargo
305727000,Cargo,General Cargo
305730000,Cargo,General Cargo
305738000,Cargo,General Cargo
305740000,Cargo,General Cargo
305748000,Cargo,General Cargo
305757000,Cargo,General Cargo
305767000,Cargo,General Cargo
305774000,Cargo,General Cargo
305775000,Cargo,General Cargo
305813000,Cargo,General Cargo
305826000,Cargo,General Cargo
305835000,Cargo,General Cargo
305836000,Cargo,General Cargo
305847000,Cargo,General Cargo
305866000,Cargo,General Cargo
305901000,Cargo,General Cargo
305916000,Cargo,General Cargo
305929000,Cargo,General Cargo
305931000,Cargo,General Cargo
305937000,Cargo,General Cargo
305961000,Cargo,General Cargo
305972000,Cargo,General Cargo
305973000,Cargo,General Cargo
305997000,Cargo,General Cargo
311000557,Cargo,General Cargo
311000584,Cargo,General Cargo
311000607,Cargo,General Cargo
311000611,Cargo,General Cargo
311000613,Cargo,General Cargo
311000648,Cargo,General Cargo
311000878,Cargo,General Cargo
311000911,Cargo,General Cargo
312197000,Cargo,General Cargo
312309000,Cargo,General Cargo
312366000,Cargo,General Cargo
312404000,Cargo,General Cargo
312473000,Cargo,General Cargo
312481000,Cargo,General Cargo
312809000,Cargo,General Cargo
312849000,Cargo,General Cargo
312924000,Cargo,General Cargo
312940000,Cargo,General Cargo
314188000,Cargo,General Cargo
314191000,Cargo,General Cargo
314208000,Cargo,General Cargo
314277000,Cargo,General Cargo
314422000,Cargo,General Cargo
314432000,Cargo,General Cargo
314458000,Cargo,General Cargo
314460000,Cargo,General Cargo
314462000,Cargo,General Cargo
314463000,Cargo,General Cargo
314464000,Cargo,General Cargo
314470000,Cargo,General Cargo
314477000,Cargo,General Cargo
314490000,Cargo,General Cargo
314496000,Cargo,General Cargo
314500000,Cargo,General Cargo
314505000,Cargo,General Cargo
314506000,Cargo,General Cargo
314512000,Cargo,General Cargo
314513000,Cargo,General Cargo
314526000,Cargo,General Cargo
314541000,Cargo,General Cargo
314558000,Cargo,General Cargo
314560000,Cargo,General Cargo
314578000,Cargo,General Cargo
325111400,Cargo,General Cargo
325974000,Cargo,General Cargo
334019000,Cargo,General Cargo
334020000,Cargo,General Cargo
334029000,Cargo,General Cargo
339301270,Cargo,General Cargo
341140000,Cargo,General Cargo
341183000,Cargo,General Cargo
341191000,Cargo,General Cargo
341278000,Cargo,General Cargo
341400000,Cargo,General Cargo
341438000,Cargo,General Cargo
341447000,Cargo,General Cargo
341464000,Cargo,General Cargo
341487000,Cargo,General Cargo
341534000,Cargo,General Cargo
341546000,Cargo,General Cargo
341552000,Cargo,General Cargo
341588000,Cargo,General Cargo
341599000,Cargo,General Cargo
341643000,Cargo,General Cargo
341648000,Cargo,General Cargo
341650000,Cargo,General Cargo
341654000,Cargo,General Cargo
341797000,Cargo,General Cargo
341862000,Cargo,General Cargo
341997000,Cargo,General Cargo
351187000,Cargo,General Cargo
351222000,Cargo,General Cargo
351299000,Cargo,General Cargo
351302000,Cargo,General Cargo
351338000,Cargo,General Cargo
351365000,Cargo,General Cargo
351429000,Cargo,General Cargo
351438000,Cargo,General Cargo
351545000,Cargo,General Cargo
351565000,Cargo,General Cargo
351630000,Cargo,General Cargo
351656000,Cargo,General Cargo
351707000,Cargo,General Cargo
351728000,Cargo,General Cargo
351750000,Cargo,General Cargo
351760000,Cargo,General Cargo
351838000,Cargo,General Cargo
351866000,Cargo,General Cargo
351971000,Cargo,General Cargo
352005000,Cargo,General Cargo
352009000,Cargo,General Cargo
352355000,Cargo,General Cargo
352356000,Cargo,General Cargo
352386000,Cargo,General Cargo
352437000,Cargo,General Cargo
352446000,Cargo,General Cargo
352624000,Cargo,General Cargo
352646000,Cargo,General Cargo
352672000,Cargo,General Cargo
352725000,Cargo,General Cargo
352766000,Cargo,General Cargo
352891000,Cargo,General Cargo
352943000,Cargo,General Cargo
352978130,Cargo,General Cargo
352978150,Cargo,General Cargo
352978175,Cargo,General Cargo
352978176,Cargo,General Cargo
352978207,Cargo,General Cargo
352980000,Cargo,General Cargo
352980769,Cargo,General Cargo
352986163,Cargo,General Cargo
352986179,Cargo,General Cargo
353023000,Cargo,General Cargo
353092000,Cargo,General Cargo
353218000,Cargo,General Cargo
353280000,Cargo,General Cargo
353296000,Cargo,General Cargo
353311000,Cargo,General Cargo
353427000,Cargo,General Cargo
353505000,Cargo,General Cargo
353557000,Cargo,General Cargo
353649000,Cargo,General Cargo
353725000,Cargo,General Cargo
353729000,Cargo,General Cargo
353732000,Cargo,General Cargo
353830000,Cargo,General Cargo
353920000,Cargo,General Cargo
353977000,Cargo,General Cargo
354001000,Cargo,General Cargo
354129000,Cargo,General Cargo
354273000,Cargo,General Cargo
354380000,Cargo,General Cargo
354443000,Cargo,General Cargo
354562000,Cargo,General Cargo
354602000,Cargo,General Cargo
354692000,Cargo,General Cargo
354695000,Cargo,General Cargo
354775000,Cargo,General Cargo
354824000,Cargo,General Cargo
354854000,Cargo,General Cargo
355004000,Cargo,General Cargo
355008000,Cargo,General Cargo
355046000,Cargo,General Cargo
355253000,Cargo,General Cargo
355427000,Cargo,General Cargo
355472000,Cargo,General Cargo
355509000,Cargo,General Cargo
355854000,Cargo,General Cargo
355861000,Cargo,General Cargo
355876000,Cargo,General Cargo
355894000,Cargo,General Cargo
355997000,Cargo,General Cargo
356014000,Cargo,General Cargo
356083000,Cargo,General Cargo
356196000,Cargo,General Cargo
356224000,Cargo,General Cargo
356245000,Cargo,General Cargo
356288000,Cargo,General Cargo
356300000,Cargo,General Cargo
356318000,Cargo,General Cargo
356363000,Cargo,General Cargo
356477000,Cargo,General Cargo
356520000,Cargo,General Cargo
356562000,Cargo,General Cargo
356602000,Cargo,General Cargo
356770000,Cargo,General Cargo
356913000,Cargo,General Cargo
357224000,Cargo,General Cargo
357244000,Cargo,General Cargo
357272000,Cargo,General Cargo
357483000,Cargo,General Cargo
357500000,Cargo,General Cargo
357544000,Cargo,General Cargo
357600000,Cargo,General Cargo
357621000,Cargo,General Cargo
357652000,Cargo,General Cargo
357890000,Cargo,General Cargo
357925000,Cargo,General Cargo
366230000,Cargo,General Cargo
366750000,Cargo,General Cargo
367535950,Cargo,General Cargo
367665030,Cargo,General Cargo
367721220,Cargo,General Cargo
370040000,Cargo,General Cargo
370044000,Cargo,General Cargo
370097000,Cargo,General Cargo
370182000,Cargo,General Cargo
370224000,Cargo,General Cargo
370241000,Cargo,General Cargo
370261000,Cargo,General Cargo
370356000,Cargo,General Cargo
370399000,Cargo,General Cargo
370579000,Cargo,General Cargo
370769000,Cargo,General Cargo
370773000,Cargo,General Cargo
370801000,Cargo,General Cargo
370802000,Cargo,General Cargo
370804000,Cargo,General Cargo
370824000,Cargo,General Cargo
370881000,Cargo,General Cargo
370963000,Cargo,General Cargo
371020000,Cargo,General Cargo
371024000,Cargo,General Cargo
371046000,Cargo,General Cargo
371100000,Cargo,General Cargo
371151000,Cargo,General Cargo
371193000,Cargo,General Cargo
371195000,Cargo,General Cargo
371251000,Cargo,General Cargo
371281000,Cargo,General Cargo
371503000,Cargo,General Cargo
371516000,Cargo,General Cargo
371529000,Cargo,General Cargo
371551000,Cargo,General Cargo
371564000,Cargo,General Cargo
371577000,Cargo,General Cargo
371617000,Cargo,General Cargo
371702000,Cargo,General Cargo
371734000,Cargo,General Cargo
371773000,Cargo,General Cargo
371827000,Cargo,General Cargo
371831000,Cargo,General Cargo
371949000,Cargo,General Cargo
371972000,Cargo,General Cargo
371991000,Cargo,General Cargo
